INFO:root:623-Luscinia_megarhynchos 565957.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 553899.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 201678.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 556778.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 567359.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 201675.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 565959.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 571942.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 567360.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 565975.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 201677.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 547373.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 201679.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 565973.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 565967.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 548139.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 567357.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 561821.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 574927.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 547024.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 565961.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 393957.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 565970.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 376486.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 419532.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 546437.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 550324.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 469614.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 564024.mp3 is too short, ignored.
INFO:root:623-Luscinia_megarhynchos 543101.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 569169.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 544721.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568757.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572892.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568755.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568756.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572886.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572137.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 570456.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 567935.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572130.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 463514.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 567369.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568320.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 463552.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 474227.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 470700.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 494200.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568322.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 567368.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 41718.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 576030.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 393746.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 260237.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 567350.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 471819.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568325.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572888.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572125.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572889.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572887.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568324.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572133.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 572193.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 548508.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 569166.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568315.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 143455.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 118344.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 568321.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 575860.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 561174.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 533275.mp3 is too short, ignored.
INFO:root:105-Carduelis_carduelis 569132.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 383008.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 567542.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 536217.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 150048.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 526554.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 112168.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 437920.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 357093.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 475159.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 545677.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 397781.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 523758.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 507387.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 87502.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 500218.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 383012.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 342620.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 477440.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 517824.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 297737.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 528131.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 390326.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 500296.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 560551.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 342622.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 407716.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 291351.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 386127.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 528922.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 555188.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 443250.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 385107.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 394869.mp3 is too short, ignored.
INFO:root:604-Prunella_modularis 501594.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 490860.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 307583.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 526254.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 127369.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 526296.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 570176.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 490844.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 570177.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 570172.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 564043.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 570180.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 485192.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 570173.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 563493.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 563491.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 570174.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 570179.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 570171.mp3 is too short, ignored.
INFO:root:175-Acrocephalus_scirpaceus 564046.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386284.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386188.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386128.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 417254.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386267.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386156.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 431975.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386179.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386285.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386129.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386119.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386131.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386283.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386279.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386176.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386135.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386296.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 371587.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 575227.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386142.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 481042.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 386171.mp3 is too short, ignored.
INFO:root:838-Hippolais_icterina 569554.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 30402.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 480822.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 459751.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 201601.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 555410.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 559471.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 443553.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 33270.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 359381.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 90375.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 394657.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 317386.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 28393.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 496637.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 493022.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 498487.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 505484.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 359384.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 560446.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 571749.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 312286.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 341804.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 326636.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 436081.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 526293.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 526291.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 563258.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 55169.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 556046.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 456530.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 312335.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 347410.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 309878.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 464146.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 201599.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 195750.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 139180.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 560875.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 90376.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 384255.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 526974.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 542676.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 566563.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 561272.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 454180.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 372115.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 393247.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 566564.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 485749.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 467091.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 526724.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 485748.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 314695.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 301631.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 375973.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 358631.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 550861.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 526315.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 170894.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 496638.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 467093.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 354460.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 438354.mp3 is too short, ignored.
INFO:root:204-Phylloscopus_collybita 466234.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 372998.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 483038.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 317952.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 447342.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 394656.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 558207.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 343139.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 326593.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 424731.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 325420.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 140510.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 570826.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 551674.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 567669.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 567695.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 467937.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 567689.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 567688.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 135634.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 509344.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 103322.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 555584.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 566225.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 558872.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 329342.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 558673.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 560486.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 558187.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 559499.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 560483.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 560482.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 422426.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 558206.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 570802.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 87423.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 555657.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 564079.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 570803.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 550539.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 552504.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 561328.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 559500.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 343137.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 492053.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 371124.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 475919.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 560485.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 104086.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 75723.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 558967.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 567665.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 560481.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 477601.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 558186.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 376692.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 399300.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 558873.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 53403.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 181351.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 554709.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 315403.mp3 is too short, ignored.
INFO:root:217-Cuculus_canorus 315046.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 424917.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 493314.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 537977.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575919.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575930.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 544004.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 490830.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575917.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 481630.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 537569.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575925.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575926.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575914.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 499635.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 485342.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 502650.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 576020.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 30110.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 506693.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 180948.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 206057.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 442292.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 559040.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 305097.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575927.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575913.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 439117.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575918.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575932.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 372450.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 507399.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 531915.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 437032.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 415664.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 496642.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 533937.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 459786.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 357764.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 378347.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 516946.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 544005.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 128683.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 571973.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 184699.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 499629.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 576019.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 499637.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 514086.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575933.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 575911.mp3 is too short, ignored.
INFO:root:219-Emberiza_citrinella 476976.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 527113.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 59547.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 530631.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 201435.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 534417.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 535833.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 537607.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 543227.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 530634.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 509431.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 526234.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 537686.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 342811.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 287242.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 506775.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 432863.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 461308.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 530630.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 560158.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 463849.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 462809.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 112387.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 528569.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 536771.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 523001.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 198600.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 129197.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 291993.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 437909.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 542816.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 35072.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 133275.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 424108.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 510714.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 530647.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 545227.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 543762.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 464568.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 151187.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 540128.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 439996.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 542800.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 555730.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 392068.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 536432.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 540688.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 441664.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 461626.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 544075.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 499797.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 500022.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 289630.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 565822.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 542167.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 439947.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 519512.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 444312.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 530645.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 538570.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 112389.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 392069.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 390304.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 513612.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 528571.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 530629.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 565644.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 442326.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 541708.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 545388.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 530643.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 536772.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 391371.mp3 is too short, ignored.
INFO:root:444-Turdus_iliacus 424107.mp3 is too short, ignored.
