INFO:root:115-Regulus_regulus 537705.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 527155.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 389384.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 506843.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 397315.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 527152.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 65472.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 397188.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 112608.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 575887.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 206446.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 307036.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 441283.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 558688.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 440577.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 531240.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 563259.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 373310.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 177677.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 288274.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 539365.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 490920.mp3 is too short, ignored.
INFO:root:115-Regulus_regulus 133895.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 101350.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 28373.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 239370.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 196849.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 95064.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 554779.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 481785.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 83198.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 559046.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 554778.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 412055.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 372444.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 364276.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 545365.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 132218.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 372445.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 473916.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 496242.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 180676.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 171852.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 87118.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 560786.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 445220.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 473340.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 29765.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 266780.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 79031.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 541472.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 372443.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 394883.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 235202.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 363820.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 235521.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 448590.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 371765.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 559048.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 360297.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 496243.mp3 is too short, ignored.
INFO:root:104-Phylloscopus_trochilus 414445.mp3 is too short, ignored.
INFO:root:495-Acrocephalus_schoenobaenus 76341.mp3 is too short, ignored.
INFO:root:495-Acrocephalus_schoenobaenus 367317.mp3 is too short, ignored.
INFO:root:495-Acrocephalus_schoenobaenus 347274.mp3 is too short, ignored.
INFO:root:495-Acrocephalus_schoenobaenus 490840.mp3 is too short, ignored.
INFO:root:495-Acrocephalus_schoenobaenus 560639.mp3 is too short, ignored.
INFO:root:580-Sylvia_borin 550152.mp3 is too short, ignored.
INFO:root:580-Sylvia_borin 375575.mp3 is too short, ignored.
INFO:root:580-Sylvia_borin 366794.mp3 is too short, ignored.
INFO:root:580-Sylvia_borin 347348.mp3 is too short, ignored.
INFO:root:580-Sylvia_borin 558211.mp3 is too short, ignored.
INFO:root:580-Sylvia_borin 553089.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 201652.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 375198.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 375727.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 489252.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 538568.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 552484.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 574771.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 542217.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 555736.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 171297.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 293422.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 506776.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 302063.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 555331.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 391735.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 494474.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 378327.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 288444.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 552480.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 527004.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 444236.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 375690.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 307835.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 535604.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 447854.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 378311.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 462802.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 436314.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 433748.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 530685.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 483913.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 92911.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 533312.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 302715.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 298351.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 322223.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 306425.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 552481.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 375176.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 397359.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 265936.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 441665.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 552475.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373344.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 286902.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 558745.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 567849.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 453502.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 533743.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 202524.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 541701.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 471289.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 436712.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 502624.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 288853.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 278209.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 542387.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 92894.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 263703.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 298352.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 553383.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 502237.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 99470.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 298644.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 533329.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 164799.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 372996.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 502603.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 526769.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 526535.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 240776.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 559179.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 401460.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 439234.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 296300.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 535683.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 298643.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 346462.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 463175.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 376217.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 383005.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 551740.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 395422.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 503235.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373346.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 538103.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 41721.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 294238.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 527126.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 402288.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 540686.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 563488.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 464209.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 441168.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 537697.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 337148.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 502864.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 298645.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 538354.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 503601.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 527123.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 377938.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 199089.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 535555.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 452016.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 299565.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 567850.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 510514.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373558.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 574770.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 454003.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373485.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 377823.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 474534.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 442417.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 308066.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 436489.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 479461.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 383252.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 399121.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 298649.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 305418.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 558463.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373001.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 306250.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 36668.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 327370.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 433749.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 372919.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 526902.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373158.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 563051.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 436323.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 239690.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 302717.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 530700.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 503723.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 171296.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 384359.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373556.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 201693.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 473206.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 442136.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 526772.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 436903.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 503786.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 442291.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 440118.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 360512.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 295557.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 563098.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 542171.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 343503.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 509284.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 393838.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 561110.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 436318.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 324562.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 284713.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 527005.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 270028.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 541056.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 239691.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 278207.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 285188.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 293421.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 440294.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 375163.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 358339.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 552483.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 375192.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 165184.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 375167.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 394244.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 395039.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 563094.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 240774.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 555734.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 504919.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 571736.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 500746.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 438712.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 537973.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 372915.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373330.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 375989.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 369767.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 448572.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 535525.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 462388.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 373148.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 394887.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 376830.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 434203.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 446981.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 327368.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 559863.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 436084.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 392997.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 168969.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 187232.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 557988.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 526768.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 504866.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 567892.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 501440.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 549816.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 492709.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 503065.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 359335.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 507023.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 527050.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 552482.mp3 is too short, ignored.
INFO:root:339-Turdus_merula 462430.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 198944.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 175103.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 31640.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 573944.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 304151.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 559716.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 54644.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 378835.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 542957.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 385280.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 473213.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 168566.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 61489.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 54142.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 289311.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 197928.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 165734.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 214850.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 486619.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 74970.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 537336.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 542889.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 538198.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 214621.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 462485.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 484466.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 383025.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 307581.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 236731.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 61488.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 391344.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 201625.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 179860.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 376883.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 232520.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 266756.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 521191.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 540863.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 281284.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 520184.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 343452.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 263787.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 464908.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 535803.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 556725.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 576582.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 486208.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 487532.mp3 is too short, ignored.
INFO:root:110-Dendrocopos_major 565711.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 569521.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 484071.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 372985.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 141160.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 102821.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 569518.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 541814.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 569516.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 576014.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 375190.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 394627.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 576029.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 424134.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 357544.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 375695.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 93097.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 552493.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 576017.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 373549.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 550219.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 569519.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 544232.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 545097.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 474493.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 165188.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 372791.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 559694.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 575839.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 543660.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 133113.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 413057.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 375694.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 573262.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 576028.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 372995.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 542956.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 288815.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 551374.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 375677.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 573582.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 557290.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 563517.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 569520.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 377250.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 552429.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 456998.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 372924.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 571566.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 576021.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 569515.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 513163.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 375720.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 577447.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 106614.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 528321.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 576025.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 133805.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 545029.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 572230.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 576022.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 298760.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 569513.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 375714.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 357543.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 473993.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 375693.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 373340.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 557303.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 573593.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 373144.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 574038.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 548459.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 316446.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 425206.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 373349.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 133808.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 576562.mp3 is too short, ignored.
INFO:root:220-Sylvia_atricapilla 165187.mp3 is too short, ignored.
INFO:root:206-Chloris_chloris 462997.mp3 is too short, ignored.
INFO:root:206-Chloris_chloris 526420.mp3 is too short, ignored.
